"","Region","site","ID","Microsite","RDM","x","y","z","bur.drip","bur.buf","max.veg.height","rdm.cov","green.cov","non.veg.cov","largewood.cov","lrgrocks.cov","AT","PF","PF.out","PF.in","RDM.date","comments","uniID","abun","H","Simpson","Species","Even"
"C2 open 2","Cuyama","C2",2,"open",4.4772,NA,NA,NA,1,NA,16,15,15,70,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C2 open 2",88,1.72373452859254,0.71797520661157,15,0.636522368710506
"C2 open 22","Cuyama","C2",22,"open",0.6583,NA,NA,NA,0,NA,9,8,0,92,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C2 open 22",66,1.99542936071698,0.826905417814509,12,0.803019848205251
"C2 open 26","Cuyama","C2",26,"open",0.2095,NA,NA,NA,3,NA,8,4,2,94,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C2 open 26",85,1.48982528528414,0.610657439446367,13,0.580840039180569
"C2 open 29","Cuyama","C2",29,"open",0.1884,NA,NA,NA,0,NA,9,3,0,97,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C2 open 29",63,1.9237443167717,0.759385235575712,16,0.693844096436216
"C2 open 6","Cuyama","C2",6,"open",0.9305,NA,NA,NA,2,NA,10,15,0,85,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C2 open 6",33,2.19896885869983,0.855831037649219,13,0.857314727210088
"C3 ephedra 14","Cuyama","C3",14,"ephedra",4.5376,315,305,155,1,0,36,75,0,25,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C3 ephedra 14",8,1.73286795139986,0.8125,6,0.967132018086354
"C3 ephedra 18","Cuyama","C3",18,"ephedra",4.2681,455,425,235,0,0,24,50,0,50,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C3 ephedra 18",9,1.88915916375402,0.839506172839506,7,0.970835762725816
"C3 ephedra 2","Cuyama","C3",2,"ephedra",1.143,310,290,165,2,0,31,45,0,55,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C3 ephedra 2",24,2.08420106672699,0.850694444444444,10,0.905157022456405
"C3 ephedra 22","Cuyama","C3",22,"ephedra",5.6561,220,210,145,0,0,39,30,0,70,NA,NA,"Y","Y","june.28","july.1","july.1",NA,"C3 ephedra 22",5,1.33217904021012,0.72,4,0.960964047443681
"C3 ephedra 26","Cuyama","C3",26,"ephedra",0.0992,360,320,200,1,0,26,20,0,80,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C3 ephedra 26",11,1.76776147228933,0.793388429752066,7,0.908449690314596
"C3 ephedra 29","Cuyama","C3",29,"ephedra",3.197,375,360,185,1,0,33,35,0,65,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C3 ephedra 29",13,1.48445753581749,0.710059171597633,6,0.828491525403818
"C3 ephedra 9","Cuyama","C3",9,"ephedra",2.7813,305,130,115,0,0,34,30,0,70,NA,NA,"Y","Y","june.28","july.1","july.1",NA,"C3 ephedra 9",22,2.26038344273221,0.880165289256198,11,0.942653112658385
"C3 open 14","Cuyama","C3",14,"open",3.7626,NA,NA,NA,2,NA,20,25,0,75,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C3 open 14",45,1.42944986716292,0.721975308641975,6,0.797791160985894
"C3 open 2","Cuyama","C3",2,"open",1.4325,NA,NA,NA,2,NA,21,30,5,65,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C3 open 2",6,1.56071040904141,0.777777777777778,5,0.969723899868247
"C3 open 22","Cuyama","C3",22,"open",15.1671,NA,NA,NA,2,NA,33,97,0,3,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C3 open 22",12,0.566085738959629,0.291666666666667,3,0.515273445235094
"C3 open 26","Cuyama","C3",26,"open",0,NA,NA,NA,0,NA,0,0,0,100,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C3 open 26",105,0.308215973734244,0.110294784580499,6,0.172018610213922
"C3 open 29","Cuyama","C3",29,"open",4.2314,NA,NA,NA,6,NA,4,2,10,88,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C3 open 29",14,1.33166431029301,0.673469387755102,5,0.827409557091281
"C3 open 9","Cuyama","C3",9,"open",4.3929,NA,NA,NA,1,NA,25,100,0,0,NA,NA,NA,"Y","june.28","july.1","july.1",NA,"C3 open 9",3,1.09861228866811,0.666666666666667,3,1
"M1 ephedra 10","Mojave","M1",10,"ephedra",1.5888,185,175,120,1,0,15,15,0,85,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 ephedra 10",33,2.21272724278233,0.859504132231405,13,0.862678725544978
"M1 ephedra 14","Mojave","M1",14,"ephedra",2.4993,275,210,150,0,5,40,25,0,75,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 ephedra 14",6,1.56071040904141,0.777777777777778,5,0.969723899868247
"M1 ephedra 18","Mojave","M1",18,"ephedra",2.9426,160,130,70,2,1,26,8,0,92,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 ephedra 18",6,1.79175946922805,0.833333333333333,6,1
"M1 ephedra 2","Mojave","M1",2,"ephedra",0.8236,140,140,75,0,1,34,15,0,85,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 ephedra 2",34,1.554751833642,0.653979238754325,10,0.675220142079683
"M1 ephedra 22","Mojave","M1",22,"ephedra",0.7263,240,225,140,6,1,25,10,0,70,20,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 ephedra 22",17,2.00288304109065,0.837370242214533,9,0.911551355173181
"M1 ephedra 26","Mojave","M1",26,"ephedra",0,150,145,95,1,1,6,3,0,97,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 ephedra 26",23,2.16313943992515,0.858223062381853,11,0.90209921361609
"M1 ephedra 30","Mojave","M1",30,"ephedra",0,260,145,100,0,0,36,30,0,70,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 ephedra 30",35,1.9266733811821,0.78530612244898,12,0.775350406562142
"M1 ephedra 6","Mojave","M1",6,"ephedra",0.8026,235,205,100,0,2,23,5,0,95,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 ephedra 6",19,1.73983855854241,0.797783933518006,7,0.894100151225922
"M1 larrea 10","Mojave","M1",10,"larrea",0.9346,180,175,95,5,1,15,10,0,65,25,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 larrea 10",19,2.17761572521185,0.875346260387812,10,0.945726493165255
"M1 larrea 14","Mojave","M1",14,"larrea",0.6417,180,150,140,0,1,5,6,0,94,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 larrea 14",24,1.88392969585185,0.753472222222222,11,0.78565970633625
"M1 larrea 18","Mojave","M1",18,"larrea",1.8698,170,155,145,1,1,20,20,0,80,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 larrea 18",25,2.05053562009555,0.8096,12,0.825196238365931
"M1 larrea 2","Mojave","M1",2,"larrea",2.5099,245,215,155,3,1,26,15,0,65,25,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 larrea 2",18,2.47622064959816,0.907407407407407,13,0.96540722817577
"M1 larrea 22","Mojave","M1",22,"larrea",0,190,150,135,1,0,14,5,0,90,5,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 larrea 22",74,0.511144876216281,0.201972242512783,6,0.285275387123528
"M1 larrea 26","Mojave","M1",26,"larrea",1.229,185,100,135,2,0,5,15,0,85,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 larrea 26",8,1.38629436111989,0.6875,5,0.861353116146786
"M1 larrea 30","Mojave","M1",30,"larrea",2.2264,335,300,250,5,1,29,20,0,0,80,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 larrea 30",15,1.80650716526167,0.817777777777778,7,0.928361037707049
"M1 larrea 6","Mojave","M1",6,"larrea",0,395,270,280,0,0,30,8,0,92,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 larrea 6",24,2.10479457118647,0.850694444444444,10,0.914100667806205
"M1 open 10","Mojave","M1",10,"open",5.2662,NA,NA,NA,0,NA,29,4,0,96,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 open 10",10,1.6094379124341,0.76,6,0.898244401703927
"M1 open 14","Mojave","M1",14,"open",0,NA,NA,NA,5,NA,5,5,NA,95,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 open 14",19,2.37862019941021,0.864265927977839,14,0.901314333992504
"M1 open 18","Mojave","M1",18,"open",3.0682,NA,NA,NA,4,NA,15,20,0,80,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 open 18",35,1.82638215424222,0.765714285714286,11,0.7616605174382
"M1 open 2","Mojave","M1",2,"open",0,NA,NA,NA,2,NA,0,0,0,100,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 open 2",40,1.06183009145249,0.51125,6,0.592618657631517
"M1 open 22","Mojave","M1",22,"open",0.7843,NA,NA,NA,5,NA,5,3,0,97,NA,NA,NA,"Y","july.4","july.7","july.6",NA,"M1 open 22",28,1.3068894077018,0.563775510204082,8,0.628480955827236
"M1 open 26","Mojave","M1",26,"open",0.9276,NA,NA,NA,3,NA,7,5,0,95,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 open 26",23,1.94479468772015,0.793950850661626,11,0.811042379449104
"M1 open 30","Mojave","M1",30,"open",9.976,NA,NA,NA,0,NA,30,30,0,70,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 open 30",23,1.72722841661659,0.756143667296786,8,0.830621290378416
"M1 open 6","Mojave","M1",6,"open",0.228,NA,NA,NA,3,NA,4,5,0,94,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M1 open 6",4,1.38629436111989,0.75,4,1
"M2 ephedra 10","Mojave","M2",10,"ephedra",0.9115,315,180,130,0,0,27,20,0,80,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M2 ephedra 10",39,1.02932548694513,0.462853385930309,7,0.528968661500039
"M2 ephedra 14","Mojave","M2",14,"ephedra",0.3475,220,190,110,0,0,29,25,0,75,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M2 ephedra 14",128,0.920353880973386,0.367919921875,11,0.383817379938917
"M2 ephedra 18","Mojave","M2",18,"ephedra",0.8202,185,175,85,0,0,28,35,0,65,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M2 ephedra 18",112,1.02629166566758,0.524075255102041,8,0.493541965521429
"M2 ephedra 2","Mojave","M2",2,"ephedra",0.9947,255,210,115,0,0,24,10,0,90,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M2 ephedra 2",225,0.633856790963668,0.315417283950617,8,0.304820682985692
"M2 ephedra 26","Mojave","M2",26,"ephedra",1.7379,130,130,110,0,0,13,25,0,75,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M2 ephedra 26",153,1.20516575203479,0.479131957794011,14,0.456665241224784
"M2 ephedra 30","Mojave","M2",30,"ephedra",1.2223,210,170,130,0,0,20,10,0,65,25,NA,NA,"Y","july.5","july.8","july.8",NA,"M2 ephedra 30",230,1.14308709491616,0.519773156899811,16,0.412281520784929
"M2 ephedra 6","Mojave","M2",6,"ephedra",1.3521,200,200,110,0,0,23,20,0,80,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M2 ephedra 6",111,0.85991580945066,0.323025728431134,12,0.346055578998923
"M2 larrea 10","Mojave","M2",10,"larrea",1.1214,280,155,205,1,0,20,15,0,85,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M2 larrea 10",56,1.34092728204234,0.483418367346939,15,0.495163376770699
"M2 larrea 18","Mojave","M2",18,"larrea",0.5234,330,240,245,11,0,10,15,0,85,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M2 larrea 18",54,1.68121846325322,0.733882030178326,10,0.73014390146474
"M2 larrea 2","Mojave","M2",2,"larrea",1.1659,375,270,250,5,2,15,15,0,85,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M2 larrea 2",53,1.12203540678047,0.47063011747953,9,0.510660320457893
"M2 larrea 22","Mojave","M2",22,"larrea",2.5442,325,130,250,2,0,23,30,0,70,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M2 larrea 22",25,1.57464839694927,0.6592,9,0.716653369524146
"M2 larrea 30","Mojave","M2",30,"larrea",0,385,380,250,1,0,0,0,0,100,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M2 larrea 30",61,1.63267036152248,0.702499328137597,12,0.657034887673455
"M2 larrea 6","Mojave","M2",6,"larrea",0.2227,535,330,260,0,2,8,10,0,90,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M2 larrea 6",29,1.61391439246451,0.692033293697979,9,0.734524094219409
"M2 open 10","Mojave","M2",10,"open",0,NA,NA,NA,2,NA,0,0,0,100,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M2 open 10",10,1.50478828368119,0.76,5,0.934977529767123
"M2 open 14","Mojave","M2",14,"open",0.0872,NA,NA,NA,2,NA,3,4,0,96,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M2 open 14",13,1.60520710745546,0.769230769230769,6,0.895883144486481
"M2 open 18","Mojave","M2",18,"open",0.3986,NA,NA,NA,0,NA,5,3,0,97,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M2 open 18",29,1.74778849583519,0.730083234244946,11,0.728884416121937
"M2 open 2","Mojave","M2",2,"open",2.75,NA,NA,NA,4,NA,15,8,0,92,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M2 open 2",29,2.34600187612616,0.877526753864447,14,0.888954495152319
"M2 open 22","Mojave","M2",22,"open",1.7835,NA,NA,NA,1,NA,12,15,0,85,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M2 open 22",21,2.08337764064444,0.834467120181406,11,0.868835959717753
"M2 open 26","Mojave","M2",26,"open",0.4663,NA,NA,NA,1,NA,5,6,0,94,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M2 open 26",19,2.15608838086276,0.853185595567867,11,0.899158693593227
"M2 open 6","Mojave","M2",6,"open",0.0637,NA,NA,NA,0,NA,9,5,0,95,NA,NA,NA,"Y","july.4","july.7","july.7",NA,"M2 open 6",9,1.67698777432242,0.790123456790123,6,0.935944697445866
"M3 ephedra 10","Mojave","M3",10,"ephedra",2.0942,135,55,55,0,0,16,30,0,70,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 ephedra 10",5,0.950270539233235,0.56,3,0.864973520717927
"M3 ephedra 14","Mojave","M3",14,"ephedra",0.2098,135,115,85,0,0,4,61,0,14,25,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 ephedra 14",13,2.20478541691352,0.875739644970414,10,0.957526140346302
"M3 ephedra 18","Mojave","M3",18,"ephedra",0.3958,95,60,55,0,0,14,15,0,85,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 ephedra 18",16,1.92739212613927,0.8046875,9,0.877193959151834
"M3 ephedra 2","Mojave","M3",2,"ephedra",0.0436,215,180,110,1,0,8,3,0,97,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 ephedra 2",17,1.92540816508607,0.809688581314879,9,0.876291019564469
"M3 ephedra 22","Mojave","M3",22,"ephedra",0.3622,105,85,70,0,0,4,8,0,92,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 ephedra 22",7,1.74786809746676,0.816326530612245,6,0.975503759006108
"M3 ephedra 26","Mojave","M3",26,"ephedra",0.7399,85,55,65,0,0,12,10,0,90,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 ephedra 26",15,1.58023634047611,0.72,7,0.812080835923113
"M3 ephedra 30","Mojave","M3",30,"ephedra",0,180,135,85,1,0,22,15,0,85,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 ephedra 30",10,1.69574253416963,0.8,6,0.946411928215015
"M3 ephedra 6","Mojave","M3",6,"ephedra",0.2875,140,95,65,0,0,6,8,0,47,45,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 ephedra 6",11,1.15958881430863,0.56198347107438,5,0.720493040054508
"M3 larrea 10","Mojave","M3",10,"larrea",0.6731,160,95,75,1,2,9,15,0,85,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 larrea 10",5,0.950270539233235,0.56,3,0.864973520717927
"M3 larrea 14","Mojave","M3",14,"larrea",1.6792,220,155,140,1,0,7,10,0,90,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 larrea 14",10,1.69574253416963,0.8,6,0.946411928215015
"M3 larrea 18","Mojave","M3",18,"larrea",0.7412,145,130,85,0,0,17,20,0,80,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 larrea 18",9,1.30309240376172,0.641975308641975,5,0.809656833416415
"M3 larrea 2","Mojave","M3",2,"larrea",0,155,140,115,0,0,26,5,0,95,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 larrea 2",16,1.92125303202808,0.7734375,10,0.834389590149687
"M3 larrea 22","Mojave","M3",22,"larrea",1.5863,190,140,105,0,0,17,25,0,75,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 larrea 22",9,1.30309240376172,0.641975308641975,5,0.809656833416415
"M3 larrea 26","Mojave","M3",26,"larrea",0.7124,125,115,75,1,1,12,15,0,85,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 larrea 26",2,0.693147180559945,0.5,2,1
"M3 larrea 30","Mojave","M3",30,"larrea",0.8907,240,145,100,6,0,20,25,0,75,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 larrea 30",13,1.73798344858705,0.745562130177515,8,0.835793367474545
"M3 larrea 6","Mojave","M3",6,"larrea",1.0139,370,255,130,9,2,24,6,0,94,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 larrea 6",9,1.27302833658963,0.691358024691358,4,0.918295834054489
"M3 open 18","Mojave","M3",18,"open",0,NA,NA,NA,0,NA,4,2,0,98,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 open 18",23,0.703131580965568,0.310018903591682,5,0.436880214846038
"M3 open 2","Mojave","M3",2,"open",0.04,NA,NA,NA,0,NA,6,4,0,96,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 open 2",12,0.983087758574785,0.513888888888889,4,0.709147917027245
"M3 open 26","Mojave","M3",26,"open",0.1819,NA,NA,NA,0,NA,6,4,0,96,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 open 26",19,1.11651076821276,0.509695290858726,6,0.62313652439844
"M3 open 30","Mojave","M3",30,"open",0.1353,NA,NA,NA,0,NA,3,5,0,95,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 open 30",5,1.6094379124341,0.8,5,1
"M3 open 6","Mojave","M3",6,"open",0.3769,NA,NA,NA,0,NA,13,5,0,95,NA,NA,NA,"Y","july.5","july.8","july.8",NA,"M3 open 6",12,0.836988216785836,0.416666666666667,4,0.603759374819711
"PAN1 ephedra 1","Panoche","PAN1",1,"ephedra",5.3291,235,225,105,1,0,46,80,0,20,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN1 ephedra 1",41,0.567067632937967,0.226055919095776,6,0.316486471915942
"PAN1 ephedra 13","Panoche","PAN1",13,"ephedra",2.3784,375,260,70,1,0,36,80,0,20,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN1 ephedra 13",18,1.24188926529692,0.58641975308642,6,0.693111595962132
"PAN1 ephedra 17","Panoche","PAN1",17,"ephedra",2.8932,335,300,95,3,1,37,60,0,40,NA,NA,NA,"Y","june.23","june.26","june.26",NA,"PAN1 ephedra 17",11,1.16222554492109,0.644628099173554,4,0.838368515026066
"PAN1 ephedra 22","Panoche","PAN1",22,"ephedra",2.0379,315,245,80,3,4,33,45,0,55,NA,NA,"Y","Y","june.23","june.26","june.26",NA,"PAN1 ephedra 22",11,1.4205719259467,0.661157024793388,6,0.792836287651227
"PAN1 ephedra 26","Panoche","PAN1",26,"ephedra",3.49,290,240,125,3,3,37,35,0,65,NA,NA,NA,"Y","june.23","june.26","june.26",NA,"PAN1 ephedra 26",126,0.138673369564118,0.0468631897203327,4,0.100031691286758
"PAN1 ephedra 30","Panoche","PAN1",30,"ephedra",6.6091,270,260,130,3,0,36,45,0,55,NA,NA,NA,"Y","june.23","june.26","june.26",NA,"PAN1 ephedra 30",3,1.09861228866811,0.666666666666667,3,1
"PAN1 ephedra 34","Panoche","PAN1",34,"ephedra",2.341,360,280,145,3,2,30,60,0,4,NA,NA,NA,"Y","june.23","june.26","june.26","mutillid, wasp etc","PAN1 ephedra 34",37,1.3985343995949,0.533235938641344,12,0.562811645143377
"PAN1 ephedra 38","Panoche","PAN1",38,"ephedra",5.2312,285,265,90,4,0,30,70,0,30,NA,NA,NA,"Y","june.23","june.26","june.26",NA,"PAN1 ephedra 38",28,1.47635524429278,0.663265306122449,8,0.709976796510534
"PAN1 ephedra 5","Panoche","PAN1",5,"ephedra",9.142,220,170,90,1,2,36,80,0,20,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN1 ephedra 5",12,0.286835983056161,0.152777777777778,2,0.413816850303634
"PAN1 ephedra 9","Panoche","PAN1",9,"ephedra",2.5443,455,280,125,2,0,26,70,0,30,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN1 ephedra 9",11,1.84622021932163,0.826446280991736,7,0.948769510358905
"PAN1 open 1","Panoche","PAN1",1,"open",1.1074,NA,NA,NA,4,NA,17,20,4,76,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN1 open 1",6,0.867563228481461,0.5,3,0.789690082142847
"PAN1 open 13","Panoche","PAN1",13,"open",1.9239,NA,NA,NA,0,NA,18,15,0,85,NA,NA,NA,"Y","june.23.morning","june.26","june.26",NA,"PAN1 open 13",7,0.410116318288409,0.244897959183674,2,0.591672778582327
